content,sentiment
ooo love bank holiday x,happiness
happy star wars day,happiness
melissahelene im celebrity tooooo,love
woow think david henrie weeeeeell hot,neutral
tamejhna managed find places combine fun pleasure savings took planning though,happiness
eyyjd heard dad would going september would also come,surprise
williambeekhuis hahahaha train want wild ride,happiness
kiwikatnz yay smokefree well done,relief
finished work,happiness
crazyspeak give quick update grace youve quit foodland job start jbs tomorrow full time heaps exciting,worry
iiacovou hiya get picture converse get converse,fun
short work week,happiness
weezyg soon figure ill let know know possible rss feed havent done yet,neutral
tommcfly thanx tom love u great day,love
order pizza pizza girl sing love new song excited new song jb paranoid days,happiness
fixing openbox theme little,worry
bought pink ipod nano days ago delivered week yay amp hopefully getting ears pierced weeks xd,love
lindseyyx think x confusing cant believe many peeps know heart,worry
omg meant realhughjackman lt youre perfect wolverinesir hehe,happiness
mitchelmusso hey mind,fun
really need job,worry
aimeenewell oh god bless,love
thelonely aww sweet,happiness
waitin skool bus soo tired nd still soo much dowant b lazy nd sleep since cnt ill sing fav songs,fun
home school today,relief
thanks feedback everyone,happiness
thinking fridge may dieingplease weekpleeeeeassseee,worry
caitlingray lol hopefully itll happen like next timee near new album,fun
heyitskesa omg never got message didnt notice looking back ways sorry good idea thoughlol,surprise
amesox heyy dude yuup thats really hows monday x,sadness
rode jeep home mentor heard story finearts pretty cool,fun
heading lovely suffolk nice pub may tweet later hopefully ill distrcated,worry
skip school way often im rather proud actually,happiness
back gym sorting inboxes,relief
ronskie got virgin yet sure tbh thanks anyway,worry
souljaboytellem good night,neutral
happy star wars day may th brilliant,happiness
nikz youre teeth freak nikz,neutral
cottonpanty miss dear,worry
im dragging low point slowly wine assist prob v sensible lows dont hit often,sadness
wonderful piece cake lunch else could want,happiness
excited visited twin best friend dinner star gazing movie cool httpgykdnet,sadness
well productive since woohoo busy day lots,happiness
souljaboytellem goodnight lolsz,fun
chappers tv shitethank god youtube,hate
kohmahts clear catholic wholeheartedly agree quotsame herequot ambiguous tcot hhrs,neutral
hate busany donations toward car fund,hate
lclaurenconrad cant wait see tonite hilarious,happiness
fotowala wow ive joined photography scene pretty recently large format makes even interesting,neutral
jakeperks woo great subject month use sparklers,surprise
geekwearsprada going trop last years games,hate
challyzatb like hadnt seen clip though pretty cool,love
ohmydaysitshayz lol thought pretty funny,love
shadowowns aww lt thank youu,happiness
whats good working doublejasmin,happiness
chuckwelch thats half solution doesnt address intrusion linksharing process thanks,neutral
therealginuwine thx ur msg awesome luv new single xoxo,fun
think im gon na start writing proper blog anyone recommend good blog host thingys,fun
bagwaa hi thx following teach chinese lessons youtube pls feel free look wwwyoutubecomchineselearn,neutral
matildaxo ooohhh understand never get sick im moms side guess dad likes likeslol,enthusiasm
missmary jealous,hate
elephatt lol thanks nice meeting aswell looking forward tweetversation,happiness
dda im thinking jlojlo lovince vin hk,neutral
djsko next time go online show club owner ean golden video hahaha fan mention djtechtools,surprise
veeelee summer farn lai ba ahhhh,neutral
good morning world haha fun movies last night school hmm new shoes make better httptinyurlcomdfggwj,happiness
philosophical mood tonight wandering round dark,sadness
dreinhardt ooooh lol didnt know fun princess,happiness
rosewindale itsurely dear posted presentation swine flu yest got downloads dayi feels great,happiness
boburnham im sorry youre feeling bad hope get better soon know plague doesnt getcha,worry
zeb napped hours already today asleep must growing fast,neutral
lmao listening great bob marley wow hes awesome,love
traceyctt live pain bring,happiness
yiannopoulos like,neutral
xenooo ohhh didnt log pity great,worry
mom likes milows version ayo technology good thing doesnt clue,relief
redhawt hmm interesting choice,enthusiasm
fiendfyre never ever smoking around,sadness
missgiggly go bubble bath always relaxing,relief
danabingham know exactly mean treats awhile,enthusiasm
unremovable hahahah thank feel love,neutral
osocash hi thx following teach chinese lessons youtube pls feel free look wwwyoutubecomchineselearn,happiness
rodney httptwitpiccomig love game xxxx,happiness
burninghat clair,neutral
thanks mosskat little star offered come ja weekender dunno afford go looking,happiness
irontec thanks support,happiness
worry noone got one next question starts minute get thinking caps,surprise
shashitharoor hope moments inspire political journey back home best,happiness
judoracio bom dia frioooo que delï¿½cia good luck first day ju,love
oooh babies wan na hug,neutral
rossmcw happy birthday let us know get old boy,sadness
feeling surprisingly fresh hr bender,worry
tipsbynate hi thx following teach chinese lessons youtube pls feel free look wwwyoutubecomchineselearn,fun
wow early best conversation,happiness
wednesday green day perform new single quotknow enemyquot tvtotal,neutral
lipsynching david cs heroes really feelin fave track dctr hero,love
supprintdesign oh like let c,happiness
melfay thanks sooo much lil sis gone us bird park,love
lovely walk morning missus drizzle didnt matter,happiness
kainaussie aww way make feel special,surprise
photoshoot,neutral
head clouds,worry
lt im going post everywhere,neutral
finally changed pic wanting long getting rather sick black white pic,surprise
jeffpulver done book signings manchester nice people enjoy week,happiness
iantalbot wasnt honest real art,neutral
clarrisani thank approving application twa forum honey keep good work,happiness
school today quothnquot natural gas line broke interstate ridiculousness,relief
auntie diane wins quote day quotand hes incredible hulkquot,surprise
mommyofgirls miss well get together everything settles weeks congrats house,love
euripidean bank holiday going well great band practice still buzz,fun
thinking getting new dvds csi cant wait get laptop,worry
bamboozle amazing met taking back sunday,love
nov th,empty
andyclemmensen httptwitpiccomhbs ahahahahahahahaha please eat head xx,neutral
unhooking pts home sleep sleep good,love
like spirits night ooooh night quï¿½ grande ere mr springsteen,fun
leeshay random quote love stuff like,love
gon na go aunts party gon na late night thing hopfully get school tomorrow,worry
paulharriott hahaha tv isnt really thing anywayi music girl,happiness
nottheword yum yum love quesadillasand wallpaper matter tooo,worry
goodmorning everyone,neutral
brian refirmware heh coincidence didnt anything maybe sw guys heard,surprise
shall bring glass work tonight half half hor,surprise
nezua blip misconstrued qs last nights convo song really love amp rocks morning,relief
welshmermaid might child never one ive already apologised,empty
stephenfry ive made game stephen httptinyurlcomctwld well actually us,fun
got awesome hair cut todayyyy looks hottt haha homework,happiness
poeticblasphemy see finally got set avatar cool,happiness
themakeupmuse im definitely makeup challenged curling lashes tined moisturiser tip come glossary,happiness
waiting last movie finish test screening ghost girlfriends past glass wine lolly bag hand yay,surprise
laubow amaziiiing able see whole stage dance sing etc really great,surprise
zampeachie pange ahahahahaha two could meet drinks,happiness
go leeds shopping,neutral
breakfastnews thankyou chrisgarner suggested fannie bay darwin,empty
rumoko tracky daks one good things weather getting colder porridge,neutral
simonsydney still buy dvd seeing star trek paul next weekend,neutral
dda oh look traditional chinese charming love miss shutters doors,love
alyankovic oh ate pizza last night stupidly feel closer somehow,sadness
donnyeffrien good know plns earthday doesnt happen neck woods,happiness
mmmj youre watching fireprof,surprise
jessizakool lol whole convo consists miss love got ta love us,love
palinn palin got new haircut,empty
jamesshore kentbeck sounds like challenge see would useful able explicitly schedule threads,neutral
faithjuliana u magazine,neutral
cor awe thx much neither need b sick friday u prayer requests,neutral
doubleuefwhy welcome back,neutral
rawrrgasmic must agree like blackberries,love
siralmo shocking isnt hmm stop,surprise
dcmjlive none moment used root adam issues quotfeeling goodquot version muse fans like moi,neutral
